match_id,innings,over,b6_actual_score,b6_predicted_score
335990,2,1,0,13.933952437068069
335990,2,2,12,29.92943600413656
335990,2,2,61,14.304697737925137
335990,2,2,61,14.304697737925137
335990,2,2,61,16.21228304244064
335990,2,2,36,14.304697737925137
335990,2,2,36,18.89390231046257
335990,2,3,61,15.880736833772735
335990,2,3,61,20.746638105160727
335990,2,3,61,25.94293808781736
335990,2,3,61,25.94293808781736
335990,2,3,61,25.94293808781736
335990,2,3,61,25.841003513903853
335990,2,3,36,22.38695248708672
335990,2,4,61,32.11629443062645
335990,2,4,61,37.7941480860132
335990,2,4,61,43.36356216783068
335990,2,4,61,43.518952262454704
335990,2,4,36,25.292751120951237
335990,2,4,36,27.629887007179537
335990,2,5,36,32.688600005028405
335990,2,5,36,35.69148881683845
335990,2,5,36,37.03119160614977
335990,2,5,61,46.98640205039719
335990,2,5,61,46.98640205039719
335990,2,5,61,48.87423676326905
335990,2,6,61,51.53594494758002
335990,2,6,36,37.182557964679134
335990,2,6,61,51.53594494758002
335990,2,6,61,56.254078707311955
335990,2,6,61,56.212096000411606
335990,2,6,36,37.182557964679134
335990,2,7,61,57.069365423019384
335990,2,7,36,37.22343971817406
335990,2,7,61,62.78349864787138
335990,2,7,61,67.0782241759065
335990,2,7,61,67.0782241759065
335990,2,7,61,71.3906421626863
335990,2,8,36,39.1834396558552
335990,2,8,61,70.6415216722451
335990,2,8,61,70.48129728169495
335990,2,8,36,42.30443109591316
335990,2,8,36,46.850772322570684
335990,2,8,36,46.850772322570684
335990,2,9,61,70.60528843581449
335990,2,9,36,49.237997471933134
335990,2,9,61,70.60528843581449
335990,2,9,4,13.698914407817577
335990,2,9,10,13.698914407817577
335990,2,9,4,13.698914407817577
335990,2,10,10,14.95058744783857
335990,2,10,4,14.95058744783857
335990,2,10,10,14.95058744783857
335990,2,10,10,16.814151410002925
335990,2,10,10,16.814151410002925
335990,2,10,10,19.88943576252505
335990,2,11,10,20.279623932484128
335990,2,11,4,14.644635666218504
335990,2,11,10,20.032545573773742
335990,2,11,4,15.950039152157125
335990,2,11,10,21.49186843708752
335990,2,11,4,15.950039152157125
335990,2,12,25,12.47344588492778
335990,2,12,34,12.47344588492778
335990,2,12,25,13.084415898476573
335990,2,12,34,16.310536033741556
335990,2,12,34,16.310536033741556
