match_id,innings,over,ball_in_over,b13_actual,b13_predicted_prob
335995,1,13,4,0,0.635404326638273
335995,1,13,5,0,0.6283803177682922
335995,1,13,6,0,0.6174311841925447
335995,1,13,7,0,0.6102554030125327
335995,1,14,1,0,0.6148120152421321
335995,1,14,2,0,0.6076131145895952
335995,1,14,3,0,0.6003646316866244
335995,1,14,4,0,0.605059707694699
335995,1,14,5,0,0.6160635739981204
335995,1,14,6,0,0.590539365223812
335995,1,15,1,0,0.5765897972806486
335995,1,15,2,0,0.5733113445060908
335995,1,15,3,0,0.5659082118207918
335995,1,15,4,0,0.5791857634233548
335995,1,15,5,0,0.6026874153312537
335995,1,15,6,0,0.5954998809085406
335995,1,16,1,0,0.5833190717792457
335995,1,16,2,0,0.5760196176236476
335995,1,16,3,0,0.5686829890534549
335995,1,16,4,1,0.6965709555142232
335995,1,16,5,0,0.6901845825821692
335995,1,16,6,0,0.6837218526844158
335995,1,16,7,0,0.6771844447705244
335995,1,17,1,0,0.6851448215060705
335995,1,17,2,0,0.6786244314273889
335995,1,17,3,0,0.6833757183468482
335995,1,17,4,0,0.7042975354388424
335995,1,17,5,1,0.8056837407272689
335995,1,17,6,0,0.7855597138211298
335995,1,18,1,0,0.7927985516995415
335995,1,18,2,0,0.7878292221899017
335995,1,18,3,0,0.7915621244396973
335995,1,18,4,0,0.7991370620763246
335995,1,18,5,0,0.7815107069095213
335995,1,18,6,0,0.7853732945806805
335995,1,19,1,0,0.8021711270377433
335995,1,19,2,0,0.7877084306487848
335995,1,19,3,0,0.7796483560178106
335995,1,19,4,0,0.7744626061995152
335995,1,19,5,0,0.769188559346154
335995,1,19,6,1,0.8551306273775905
335995,2,0,1,0,0.36495344103758653
335995,2,0,2,0,0.3974570044617372
335995,2,0,3,0,0.4002386461588861
335995,2,0,4,0,0.37792470424690133
335995,2,0,5,0,0.3747211134736416
335995,2,0,6,1,0.5158340695714454
335995,2,1,1,0,0.5214738154301306
335995,2,1,2,0,0.5119850595378912
335995,2,1,3,0,0.4910736998066443
335995,2,1,4,0,0.4695985468196136
335995,2,1,5,0,0.4492061063363874
335995,2,1,6,1,0.6116563779552631
335995,2,2,1,0,0.6008646400169173
335995,2,2,2,0,0.5939781182379892
335995,2,2,3,0,0.581948688921898
335995,2,2,4,0,0.590912595151907
335995,2,2,5,0,0.5844695880428267
335995,2,2,6,0,0.5591274022763907
335995,2,3,1,0,0.5659714087082665
335995,2,3,2,0,0.5584413790007715
335995,2,3,3,0,0.5510645404019654
335995,2,3,4,0,0.5462795135917793
335995,2,3,5,0,0.5614919032701859
335995,2,3,6,0,0.5587728436522436
335995,2,4,1,0,0.5665547732682131
335995,2,4,2,0,0.5399656352953561
335995,2,4,3,0,0.5318474673406655
335995,2,4,4,0,0.5233759332960768
335995,2,4,5,0,0.5222755271918084
335995,2,4,6,0,0.5408134446547054
335995,2,5,1,0,0.5505182087406325
335995,2,5,2,0,0.531865370196731
335995,2,5,3,0,0.5447393078195191
335995,2,5,4,0,0.5194739179445497
335995,2,5,5,0,0.5106588469048876
335995,2,5,6,0,0.5118463710566727
335995,2,6,1,0,0.4852911404127022
335995,2,6,2,0,0.4597760447416619
335995,2,6,3,0,0.45328371097978576
335995,2,6,4,0,0.4551354291671911
335995,2,6,5,0,0.4676982816245576
335995,2,6,6,0,0.4393627187984478
335995,2,7,1,0,0.44664345019182133
335995,2,7,2,0,0.4400384643677774
335995,2,7,3,0,0.433410944103025
335995,2,7,4,0,0.4298330992320758
335995,2,7,5,0,0.42320725344583665
335995,2,7,6,0,0.41657165858075973
335995,2,7,7,1,0.555858555567368
335995,2,7,8,0,0.5490157857988163
335995,2,8,1,0,0.5494510275667567
335995,2,8,2,0,0.5391507943786341
335995,2,8,3,0,0.5321133133893019
335995,2,8,4,0,0.5353102532933603
335995,2,8,5,0,0.5438838664257778
335995,2,8,6,0,0.514299203768938
335995,2,9,1,0,0.5211821537369773
335995,2,9,2,0,0.5140433761696874
335995,2,9,3,0,0.5032962083602339
335995,2,9,4,0,0.5069193654135005
335995,2,9,5,0,0.5152474531286834
335995,2,9,6,0,0.48528469722224443
335995,2,10,1,0,0.5031286071213128
335995,2,10,2,0,0.5113596612433643
335995,2,10,3,0,0.4850338707236797
335995,2,10,4,0,0.48156413110239554
335995,2,10,5,0,0.4705926457015035
335995,2,10,6,0,0.4633689056599094
335995,2,10,7,0,0.4523627261901161
335995,2,11,1,0,0.4612037218210138
335995,2,11,2,0,0.4731388729190286
